transaction_name,matched_building_name,match_score
Union Industrial Building (KT),Union Industrial Building (WCH),91.80327868852459
Prosperity Centre (Kwun Tong),Prosperity Centre,100.0
Kwok Kee Group Centre,Tak Kee Group Centre,88.88888888888889
On Shun Building Shung Yan Street,Bcc Building,80.0
King Wan Industrial Building,Wong King Industrial Building,94.73684210526315
Kwun Tong Industrial Centre Block 1 Kwun Tong Road,MP Industrial Centre Block B,90.19607843137254
Kevin Wong Development Building,Bcc Building,80.0
Wing Fat Loong Industrial Building,Wing Fat Industrial Building,100.0
Wong Tze Building,Wong King Industrial Building,86.66666666666667
CCF Building,CDW Building,83.33333333333333
Tsut Hei Building Ting Fu Street,Bcc Building,80.0
Yau Tong Industrial Building Block 2 Sze Shan Street,Yau Tak Industrial Building,92.0
Shing Yip Industrial Building Shing Yip Street,Po Shing Industrial Building,94.33962264150944
Yau Tong Industrial Building Block 2,Yau Tak Industrial Building,92.0
Good Year Industrial Building,Good Harvest Industrial Building,90.56603773584905
45 Wan Hon Street,9 Wing Hong Street,80.0
48 Hong Ning Road,6 Hong Ting Road,84.84848484848484
Kin Sang Industrial Building,Sang Hing Industrial Building,94.73684210526315
Chuan Yuan Factory Building Kwun Tong Road,Chuan Kei Factory Building,91.66666666666667
Kin Sang Industrial Building Wai Yip Street,Kin Ga Industrial Building,93.87755102040816
Kwun Tong Industrial Centre Block 3 Kwun Tong Road,MP Industrial Centre Block B,90.19607843137254
Lucky Factory Building Hung To Road,Ka To Factory Building,92.6829268292683
One Pacific Centre Kwun Tong Road,Pacific Trade Centre,82.35294117647058
62 Hong Ning Road,6 Hong Ting Road,90.9090909090909
Cantake Factory Building Wai Yip Street,Hi Yip Factory Building,93.02325581395348
Peter Leung Industrial Building Wai Yip Street,Leung Yip Industrial Building,100.0
Hay Nien Building,Bcc Building,80.0
Lladro Building Hoi Yuen Road,Bcc Building,80.0
Yau Tong Industrial Building Block 4,Yau Tak Industrial Building,92.0
Sing Win Factory Building Shing Yip Street,Hi Yip Factory Building,93.02325581395348
Kwong Tin Shopping Centre Pik Wan Road,On Tin Centre,86.95652173913044
Mai Hing Building Hang On Street,Yue Hing Building,86.66666666666667
Fung Yip Industrial Building,Yip Fung Industrial Building,100.0
Wanda Industrial Building,Fonda Industrial Building,92.0
Siu Fu Factory Building,Shun Luen Factory Building,85.71428571428571
Ocean Industrial Building,Ocean Building,100.0
Mai Hing Industrial Building Hing Yip Street,Mai Wo Industrial Building,93.87755102040816
Kwong Sang Hong Centre Hoi Bun Road,Po Hong Centre,88.0
Hecny Centre,Henry Centre,91.66666666666667
Ho King Factory Building,Hop Ming Factory Building,93.87755102040816
King Yip Factory Building King Yip Street,Hi Yip Factory Building,93.02325581395348
World Tech Centre How Ming Street,World Trade Centre,80.0
Tsun Win Factory Building Tsun Yip Street,Hi Yip Factory Building,93.02325581395348
Hung Fuk Factory Building Hung To Road,Ka To Factory Building,92.6829268292683
Hung Shing Industrial Building (KT),Po Shing Industrial Building,94.33962264150944
CATIC Building,Bcc Building,80.0
Fung Yip Industrial Building Wai Yip Street,Yip Fung Industrial Building,100.0
Kwok Kee Group Centre How Ming Street,Tak Kee Group Centre,88.88888888888889
San Hei Building Ting On St,Bcc Building,80.0
Tak Shun Industrial Building,Cheung Tak Industrial Building,93.10344827586206
2-4 Ka Wing Street,24-28 Wing Lap Street,82.05128205128204
37 Wan Hon Street,9 Wing Hong Street,80.0
Union Building How Ming Street,Bcc Building,80.0
King Wah Building - Nga Tau Kok Ting On St,Koon Wah Building,82.75862068965517
Tung Ming Building Tung Ming Street,Tai Tung Building,86.66666666666667
Tamson Plaza,Cameron Plaza,80.0
Fu Wah Court & Hiu Wah Building Hiu Kwong Street,Koon Wah Building,82.75862068965517
Lico Industrial Building,Yiko Industrial Building,91.66666666666667
MG Tower ,GF Tower,87.5
Wanda Industrial Building Kwun Tong Road,Yiko Industrial Building,88.37209302325581
Hing Tin Commercial Centre Lin Tak Road,Boss Commercial Centre,87.17948717948718
71-77 Hong Ning Road,1 Hong Ting Road,83.33333333333333
56 Hong Ning Road,6 Hong Ting Road,90.9090909090909
Ming Sang Industrial Building Hing Yip Street,Sang Hing Industrial Building,100.0
Ricky Centre Chong Yip Street,Wang Yip Centre,80.0
Wing Hing Industrial Building (KT) Hing Yip Street,Wing Yip Industrial Building,100.0
Wider Industral Building Tsun Yip Street,Fook Yip Building,82.75862068965517
D.J. Securities Building Hoi Bun Road,Bcc Building,80.0
Wing Ying Industrial Building Wai Yip Street,Wing Yip Industrial Building,100.0
Everest Industrial Centre Kwun Tong Road,Yale Industrial Centre,87.17948717948718
COS Centre ,CRE Centre,80.0
King Palace Plaza ,King Palace Plaza (TW),100.0
TG Place ,M Place,83.33333333333333
Elite Centre ,Elite Industrial Centre,100.0
Camelpaint Building Block 3,Bcc Building,80.0
Kwun Tong Plaza,Ting Sun Plaza,82.75862068965517
Fook Cheong Building,Cheong Lee Building,88.23529411764706
Wang Yip Building,Wang Fai Industrial Building,86.66666666666667
King Palace Plaza (KT),King Palace Plaza (TW),95.45454545454545
Prosperity Place ,M Place,83.33333333333333
Camelpaint Building Block 2,Bcc Building,80.0
Mow Hing Industral Building,Kwai Hing Industrial Building,89.28571428571429
Yue Man Centre,Hong Man Industrial Centre,83.33333333333333
Mg Tower,TML Tower,82.35294117647058
Camelpaint Building Block 1,Bcc Building,80.0
Yau Tong Centre,Yan Hing Centre,80.0
Wah Hung Centre,K Wah Centre,90.9090909090909
Shiu King Building,Tak King Industrial Building,83.87096774193549
Wing Wah Industrial Building (KT),Wah Wing Industrial Building,100.0
Storefriendly Tower (Peninsula East),Storefriendly Tower (Peninsula West),94.44444444444444
Ko Leung Industrial Building,Leung Yip Industrial Building,94.33962264150944
C-Bons International Center ,Hundsun International Center,85.1063829787234
EGL Tower ,GF Tower,82.35294117647058
Kin Sang Commercial Centre ,Boss Commercial Centre,87.17948717948718
Montery Plaza ,Energy Plaza,80.0
Kwong Tin Shopping Centre,On Tin Centre,86.95652173913044
Century Centre,Win Century Centre,100.0
Yin Da Commercial Building ,Witty Commercial Building,86.36363636363636
Rykadan Capital Tower ,Capital Tower Tower B,92.85714285714286
Rainbow Industrial Building,Raton Industrial Building,88.46153846153847
Cambridge Building,Bcc Building,80.0
United Overseas Plaza ,China United Plaza,80.0
Pan Asia Centre ,Trans Asia Centre,87.5
Siu Fu Factory Building Wai Yip Street,Hi Yip Factory Building,93.02325581395348
Hung To Centre ,Sun Hung Kai Centre,88.0
Wong's Building (Demolished),Hang Fat Industrial Building (Demolished),85.71428571428571
Hong Ning Building,Hong Kong (Chai Wan) Industrial Building,83.87096774193549
South Asia Commercial Centre ,Boss Commercial Centre,87.17948717948718
Ray Centre ,CRE Centre,80.0
Foo On Building,Kam Foo Industrial Building,88.88888888888889
Yip Fat Factory Building (Block 1),Hi Yip Factory Building,93.02325581395348
One Pacific Centre ,Pacific Trade Centre,87.5
Manulife Financial Centre - Tower A ,AIA Financial Centre,88.88888888888889
Union Industrial Bldg,Unison Industrial Building,89.36170212765957
Yee On Centre,Yee Kuk Industrial Centre,86.95652173913044
Wong's Building,Bcc Building,80.0
Yip Fat Factory Building Block 1,Hi Yip Factory Building,93.02325581395348
Wong Tze Building ,Wong King Industrial Building,86.66666666666667
Hecny Cargo Building,Bcc Building,80.0
Manulife Financial Centre - Tower B ,AIA Financial Centre,88.88888888888889
Catic Building,Bcc Building,80.0
Wing Yiu Building,Yue Hing Building,88.23529411764706
Mai Hing Building,Sze Hing Loong Industrial Building,86.66666666666667
Kwok Kee Group Centre ,Tak Kee Group Centre,88.88888888888889
Wah Tung Godown Building,Tai Tung Building,86.66666666666667
Chung Pak Commercial Building ,Chung Wai Commercial Building,93.10344827586206
Contempo Place ,M Place,83.33333333333333
Wong Tsz Building,Wong King Industrial Building,86.66666666666667
TD Tower ,TML Tower,82.35294117647058
Manulife Place ,M Place,83.33333333333333
Hecny Centre ,Henry Centre,91.66666666666667
Cheung Hing Industrial Bldg,Cheung Hing Industrial Building (WD),89.79591836734694
Viet Shing Industrial Building,Po Shing Industrial Building,94.33962264150944
"Kiu Sun Factory Building (Redevelop to ""The VISION"")",Win Sun Factory Building,90.9090909090909
Union Industrial Building Block A,Wah Sang Industrial Building Block A,90.0
Wing Hing Lee Industrial Building (Demolished),Wing Hing Industrial Building,100.0
CATIC Building (Revitalised),Bcc Building,80.0
HKI Building,Man Foong Industrial Building,80.0
Yip Fat Factory Building (Block 2),Hi Yip Factory Building,93.02325581395348
Axa Tower,Arran Tower,80.0
Fu Wah Court & Hiu Wah Building,Koon Wah Building,82.75862068965517
Pioneer Place ,M Place,83.33333333333333
Termbary Industrial Building,Yiko Industrial Building,88.37209302325581
Wider Industral Building,Leader Industrial Building,88.0
Karin Building,Kader Building,85.71428571428571
Man Shung Industrial Building,Man Shing Industrial Building,96.55172413793103
Manulife Financial Centre,AIA Financial Centre,88.88888888888889
Bunhoi Group Centre,Kai Bo Group Centre,84.21052631578948
Yip Fat Factory Building Block 2,Hi Yip Factory Building,93.02325581395348
Grandeur Factory Building (Demolished),Luen Fat Factory Building 1 (Demolished),86.56716417910448
Kwun Tong Industrial Centre Phase 4,Yale Industrial Centre,87.17948717948718
Mai Hing Industrial Building,Kwai Hing Industrial Building,94.73684210526315
Maxwell Industrial Building (Demolished),Hang Fat Industrial Building (Demolished),88.88888888888889
Rays Industrial Building,Fast Industrial Building,91.66666666666667
Hing Yip Factory Building,Hi Yip Factory Building,95.83333333333333
South China Factory Building,China Building,100.0
Choy Lee Industry Building (Redeveloped),Tung Lee Building,82.75862068965517
Wing Wah Industrial Building(Revitalised,Wah Wing Industrial Building,82.35294117647058
Tek Kong Factory Building,Cheung Kong Factory Building,91.30434782608695
Dah Way Industrial Building,Wah Wan Industrial Building,92.5925925925926
Knapwood Industrial Building,Kapok Industrial Building,90.56603773584905
Glorious Sun Industrial Building,Sun Fung Industrial Building,90.19607843137254
Hi-watt Battery Building,Bcc Building,80.0
Nanfung Industrial Bldg,Ha Lung Industrial Building,80.0
Singapore Industrial Building,Yiko Industrial Building,88.37209302325581
Tak Sing Industrial Building,Tak King Industrial Building,96.42857142857143
On King Building,Tak King Industrial Building,89.65517241379311
Morlite Building Hung To Road,Long To Building,81.48148148148148
Kwun Tong Industrial Centre Phase 4 Kwun Tong Road,Yale Industrial Centre,87.17948717948718
Yau Tong Centre Ka Wing Street,Wing On Centre,88.0
Wing Yiu Building Shung Yan Street,Wing Fai Building,86.66666666666667
Lico Industrial Building Kwun Tong Road,Yiko Industrial Building,88.37209302325581
34-38 Fu Yan Street,3 San Fui Street,80.0
Richmond Commercial Building,Richmond Commercial Building,100.0
Prosperity Centre,Prosperity Centre,100.0
Argyle Centre Phase I,Argyle Centre Phase I,100.0
President Commercial Centre,Boss Commercial Centre,87.17948717948718
9 Yin Chong Street,9 Wing Hong Street,83.33333333333333
Hang Seng Mongkok Building,Bcc Building,80.0
Yuen Fat Building Nelson Street,Bcc Building,80.0
Hollywood Plaza,Hollywood Plaza,100.0
Prosper Commercial Building,Prosperous Commercial Building,94.73684210526315
Witty Commercial Building,Witty Commercial Building,100.0
"Office Tower One, Grand Plaza","Office Tower One, Grand Plaza",100.0
Cheong Tai Commercial Building(MK),Chung Wai Commercial Building,85.71428571428571
Nathan Centre,Nathan Centre,100.0
Ho King Commercial Centre,Boss Commercial Centre,87.17948717948718
Chung Kiu Commercial Building,Chung Kiu Commercial Building,100.0
Mongkok Harbour Centre,Harbour Centre,100.0
Gala Place,Gala Place,100.0
Sino Centre Nathan Road,Sino Centre,100.0
Ngai Wong Commercial Building,Witty Commercial Building,86.36363636363636
Shun King Building Nelson Street,Bcc Building,80.0
Hua Chiao Commercial Centre,Hua Chiao Commercial Centre,100.0
Hung Kwong Building Tung Choi Street,Tai Tung Building,86.66666666666667
Silvercorp International Tower,Silvercorp International Tower,100.0
655 Nathan Road,655 Nathan Road,100.0
Cheong Ming Building Argyle Street,Cheong Lee Building,88.23529411764706
Garfull Building Reclamation Street,Bcc Building,80.0
Kai Yue Commercial Building,Kai It Building,88.88888888888889
Fee Tat Commercial Centre,Boss Commercial Centre,87.17948717948718
Island Centre,Westlands Centre,82.75862068965517
Sun Hing Bulding Nathan Road,238 Nathan Road,84.61538461538461
Golden Era Plaza,Golden Era Plaza,100.0
Mongkok Commercial Centre,Boss Commercial Centre,87.17948717948718
700 Nathan Road,238 Nathan Road,84.61538461538461
Yuen King Building Sai Yeung Choi Street South,Bcc Building,80.0
Sino Centre,Sino Favour Centre,100.0
Hung Fai Building Tung Choi Street,Tai Tung Building,86.66666666666667
Good Hope Building Nathan Road,238 Nathan Road,84.61538461538461
Wealth Commercial Centre,Wealth Commercial Centre,100.0
Yau Shing Commercial Centre Sai Yeung Choi Street South,Boss Commercial Centre,87.17948717948718
Langham Place,Langham Place,100.0
Hing Wah Commercial Building,Chung Wai Commercial Building,87.71929824561403
Pakpolee Commercial Centre,Boss Commercial Centre,87.17948717948718
Dundas Square,Dundas Square,100.0
Golden Hill Commercial Building,Witty Commercial Building,86.36363636363636
Omega Plaza,Omega Plaza,100.0
Cheong Ming Building,Cheong Lee Building,88.23529411764706
Cheong Wah Commercial Building,Chung Wai Commercial Building,91.52542372881356
Win Century Centre,Win Century Centre,100.0
Ginza Plaza,Ginza Plaza,100.0
Golden Eva Plaza Sai Yee Street,Golden Era Plaza,85.71428571428571
Yau Shing Commercial Centre,Boss Commercial Centre,87.17948717948718
Righteous Centre Nathan Road,Nathan Centre,100.0
"Office Tower Two, Grand Plaza","Office Tower Two, Grand Plaza",100.0
Tung Chun Commercial Centre,Boss Commercial Centre,87.17948717948718
Wai Fung Plaza,Wai Fung Plaza,100.0
King Hing Building Argyle Street,Yue Hing Building,86.66666666666667
Ginza Plaza Sai Yeung Choi Street South,Ginza Plaza,100.0
Lee Kwon Building Argyle Street,Tung Lee Building,82.75862068965517
Fee Tat Commercial Centre Nathan Road,Nathan Centre,100.0
Hanway Commercial Centre,Boss Commercial Centre,87.17948717948718
King Centre,King Center,90.9090909090909
Bank Centre Nathan Road,Nathan Centre,100.0
Far East Consortium Mongkok Building Nelson Street,Bcc Building,80.0
Chong Hing Square Nathan Road,238 Nathan Road,84.61538461538461
38 Plaza,38 Plaza,100.0
Wu Sang House Nathan Road,238 Nathan Road,84.61538461538461
King Wah Centre,K Wah Centre,90.9090909090909
Tat Lee Commercial Building Dundas Street,Witty Commercial Building,86.36363636363636
Righteous Centre,Righteous Centre,100.0
Attilio Building,Bcc Building,80.0
Grand Tower Nathan Road,238 Nathan Road,84.61538461538461
Manly Commercial Building(MK),Yardley Commercial Building,82.14285714285714
Fa Yuen Commercial Building,Witty Commercial Building,86.36363636363636
591 Nathan Road,655 Nathan Road,86.66666666666667
Far East Consortium Building Nathan Road,238 Nathan Road,84.61538461538461
642 Nathan Road,238 Nathan Road,86.66666666666667
Mongkok Building Sai Yee Street,Man Yee Building,85.71428571428571
Dundas Square Dundas Street,Dundas Square,100.0
Ho King Commercial Building Fa Yuen Street,Witty Commercial Building,86.36363636363636
King Wah Centre Nathan Road,Nathan Centre,100.0
310 Nathan Road,238 Nathan Road,86.66666666666667
Chow Tai Fook Commercial Centre,Chow Tai Fook Commercial Centre,100.0
Punfet Building,Bcc Building,80.0
Lung Mong Building Mong Kok Road,Bcc Building,80.0
6-20 Yin Chong Street,20 Wing Hong Street,80.0
Tak Wing House Portland Street,Wing On House,86.95652173913044
Hollwood Plaza Nathan Road,238 Nathan Road,84.61538461538461
Le Diamant Nathan Road,238 Nathan Road,84.61538461538461
Casa Hotel Nathan Road,238 Nathan Road,84.61538461538461
Hua Chiao Commercial Centre Nathan Road,Nathan Centre,100.0
