transaction_name,matched_building_name,match_score
Chinachem Golden Plaza ,Chinachem Golden Plaza,100.0
Winning Commercial Building ,Witty Commercial Building,86.36363636363636
26 Nathan Road ,238 Nathan Road,89.65517241379311
One Peking ,One Peking,100.0
Hermes Commercial Centre ,Boss Commercial Centre,87.17948717948718
Knutsford Commercial Building ,Witty Commercial Building,86.36363636363636
Kee Shing Centre ,Wah Shing Centre (SSW),85.71428571428571
The Bodynits Building ,Bcc Building,80.0
South Seas Centre Tower I ,South Seas Centre Tower I,100.0
China Insurance Building ,China Insurance Group Building,100.0
South Seas Centre Tower II ,South Seas Centre Tower II,100.0
Golden Dragon Centre ,Golden Centre,100.0
Wing Lee Building (TST),Wing Fai Building,86.66666666666667
Austin Tower Phase I ,Austin Tower Phase I,100.0
MW Tower 2 ,"Lippo Centre, Tower 2",82.35294117647058
China HK City Tower 3 ,China HK City Tower 3,100.0
Surson Comm. Building ,Bcc Building,80.0
Charmhill Centre ,Charm Centre,85.71428571428571
Zhongda Building ,China Building,80.0
Landwide Commercial Building ,Witty Commercial Building,86.36363636363636
Workingport Commercial Building ,Witty Commercial Building,86.36363636363636
Mass Resources Development Building ,China Resources Building,85.71428571428571
Park Hovan Commercial Building ,Park Sun Building,86.66666666666667
Bcc Building ,Bcc Building,100.0
Daily House ,Riley House,81.81818181818181
Cameron Plaza ,Cameron Plaza,100.0
Pacific Building,China Pacific Industrial Building,100.0
King's Commercial Building,Witty Commercial Building,86.36363636363636
Golden Gate Commercial Building ,Witty Commercial Building,86.36363636363636
Austin International Tower ,EW International Tower,92.6829268292683
Tern Commercial Building ,Prosperous Commercial Building,88.37209302325581
Hang Seng Tsim Sha Tsui Building ,Bcc Building,80.0
Cameron Centre ,Cameron Sino Technology Centre,100.0
Lyton Building,Long To Building,80.0
Inter-Continental Plaza ,Inter-Continental Plaza,100.0
China Fujian Commercial Centre ,Hua Chiao Commercial Centre,87.71929824561403
The Peninsula Office Tower ,Peninsula Tower,100.0
China HK City Tower 1 ,China HK City Tower 1,100.0
China HK City Tower 2 ,China HK City Tower 2,100.0
King's Comm. Building ,Bcc Building,80.0
Taurus Building ,Bcc Building,80.0
Albion Plaza ,Albion Plaza,100.0
Hang Seng Bank Tst Branch Building,Bcc Building,80.0
Kam Ma Building,Kam Man Fung Factory Building,88.88888888888889
Hart House ,Harcourt House,83.33333333333333
Tung Wui Commercial Building ,Tung Hip Commercial Building,92.85714285714286
Perfect Comm. Building ,Perfect Industrial Building,84.21052631578948
Tsim Sha Tsui Centre ,Tsim Sha Tsui Centre,100.0
Austin Commercial Centre ,Arion Commercial Centre,89.36170212765957
Grand Right Centre ,Grand Centre,100.0
Tak Sing Alliance Building,Alliance Building,100.0
Kolling Centre ,King Center,80.0
Tung Fai Building (TST),Tai Tung Building,86.66666666666667
China Hong Kong Centre ,Po Hong Centre,88.0
Wing Fat Mansion,Luen Fat Mansion (TKW),81.48148148148148
Bo Fung Building (TST) ,Bcc Building,80.0
Wing Lok House,Wing On House,86.95652173913044
Wall Park Commercial Building,Park Sun Building,86.66666666666667
South Seas Centre ,South Seas Centre Tower I,100.0
Austin Tower Phase II ,Austin Tower Phase I,97.5609756097561
Park Tower (JD) ,Park Avenue Tower,80.0
Prat Commercial Building ,Prosperous Commercial Building,88.37209302325581
China HK City Tower 6 ,China HK City Tower 6,100.0
Ritz Plaza ,Ritz Plaza,100.0
Surson Commercial Building,Wayson Commercial Building,88.46153846153847
Leader Comm. Building ,Leader Industrial Building,83.33333333333333
Hanyee Building,Man Yee Building,83.87096774193549
Fhp Shopping Centre,Chi Shing Centre,80.0
Kam Wing Commercial Building ,Wing Fai Building,86.66666666666667
Tung Fai Building ,Tai Tung Building,94.11764705882354
T.A.L. Building,Bcc Building,80.0
Shun Fai Building,Shun Yee Factory Building,86.66666666666667
Solo Building ,Kowloon Building,82.75862068965517
Kam Ma Building ,Kam Man Fung Factory Building,88.88888888888889
Austin Tower (Phase I),Austin Tower Phase I,85.71428571428571
Karlock Building,Kader Building,80.0
Grand Centre ,Grand Marine Centre,100.0
Hon Kwok Tst Centre,Luk Kwok Centre,84.61538461538461
Energy Plaza ,Energy Plaza,100.0
Mangan Building ,Bcc Building,80.0
Chung Fung Commercial Building ,Chung Wai Commercial Building,92.5925925925926
Wai Wah Building,Wah Wai Industrial Building (FT),100.0
A.Kun Lock Building,Bcc Building,80.0
Houng Sun Building,Park Sun Building,82.75862068965517
Canton Plaza ,Carnarvon Plaza,81.48148148148148
10 Prat Avenue ,Prat Avenue,100.0
Trans Hong Kong Commercial Building,Witty Commercial Building,86.36363636363636
Kai Seng Commercial Centre ,Boss Commercial Centre,87.17948717948718
Honytex Building ,Bcc Building,80.0
Kam Hing Building ,Sze Hing Loong Industrial Building,86.66666666666667
Grand Building (TST),Grand Industrial Building,82.35294117647058
On Lee Commercial Building,Witty Commercial Building,86.36363636363636
Hang Lung Bank Building,Bcc Building,80.0
Quality Tower,Reality Tower,84.61538461538461
Metropole Building (TST),Bcc Building,80.0
The Toy House ,The Toy House,100.0
Bo Yip Building,Yip Fung Industrial Building,88.88888888888889
Fontaine Building ,Bcc Building,80.0
Bo Fung Building,Kam Man Fung Factory Building,89.65517241379311
Pacific Star Building,China Pacific Industrial Building,86.48648648648648
Tshun Ngen Building,Bcc Building,80.0
Chun Wah Commercial Building,Chung Wai Commercial Building,94.73684210526315
Kam Lung Commercial Centre,Po Lung Centre,88.0
Tung Wui Building ,Tai Tung Building,88.23529411764706
Austin Tower (Phase II),Austin Tower Phase I,83.72093023255815
Prestige Tower ,Prestige Tower,100.0
(已翻新 - 舊)Yue Hwa International Building ,International Plaza,81.25
Silvercord,Silvercord Tower 1,100.0
Kincheng Commercial Centre,Boss Commercial Centre,87.17948717948718
Auto Plaza ,Austin Plaza,81.81818181818181
Carlton Building,Bcc Building,80.0
Long Wah Building,Long To Building,89.65517241379311
Lee Chau Comm. Building ,Tung Lee Building,82.75862068965517
Howard Building,Bcc Building,80.0
Cfc Tower,Cofco Tower,90.0
Ma's Building,Bcc Building,80.0
New Mandarin Plaza ,New Mandarin Plaza Tower A,100.0
Pine Tree Building,Bcc Building,80.0
Hang Shun Commercial Building ,Witty Commercial Building,86.36363636363636
Hing Ming Building ,Luen Ming Hing Factory Building,100.0
Cheong Hing Building ,Cheong Lee Building,88.23529411764706
Kyoei Comm. Building ,Bcc Building,80.0
Kiu Yip Building ,Yip Fung Industrial Building,85.71428571428571
Han Yee  Building ,Man Yee Building,93.75
On Luen Building ,Luen Fat Loong Factory Building,89.65517241379311
Wai Wah Building ,Wah Wai Industrial Building (FT),100.0
Mary Building ,Kader Building,81.48148148148148
UQ Place ,M Place,83.33333333333333
Kiu Yip Building Carnarvon Road,Fook Yip Building,82.75862068965517
On Lee Commercial Building Cameron Road,Witty Commercial Building,86.36363636363636
Uq Place Austin Road,M Place,83.33333333333333
Long Wah Building Lock Road,Long To Building,89.65517241379311
Manning Theatre Building Yuk Wah Crescent,Koon Wah Building,82.75862068965517
Wing Lee Building Yuk Wah Street,Wing Fai Building,86.66666666666667
Fu Yau Building Po Kong Village Road,Tai Yau Building,85.71428571428571
Che Cheung Building Po Kong Village Road,Po Wai Building,84.61538461538461
Ho-King Building Po Kong Village Road,Po Wai Building,84.61538461538461
Tse Wan Shan Shopping Centre Yuk Wah Street,K Wah Centre,90.9090909090909
Wing Tak Building Shatin Pass Road,Wing Fai Building,86.66666666666667
32 Wan Fung Street,3 San Fui Street,82.35294117647058
Kam On Building Yuk Wah Street,Koon Wah Building,82.75862068965517
35 Wan Fung Street,3 San Fui Street,82.35294117647058
Fung Wong Building Ming Fung Street,Bcc Building,80.0
Wang Fai Centre Fu Mei Street,Mei Ah Centre,86.95652173913044
Che Wah Building Po Kong Village Road,Po Wai Building,84.61538461538461
20 Wan Fung Street,20 Wing Hong Street,81.08108108108108
Sun Tai Building Junction Road,Tai Yau Building,85.71428571428571
Plaza Hollywood Lung Poon Street,Hollywood Plaza,100.0
BOC Tsz Wan Shan Building,Bcc Building,80.0
Po Fat Building,Luen Fat Loong Factory Building,88.88888888888889
Che Wah Building,Che Wah Industrial Building,100.0
Plaza Hollywood,Hollywood Plaza,100.0
Che Cheung Building,Cheung Wei Industrial Building,88.23529411764706
Kwong Fat Building.,Kwong Ga Factory Building,81.81818181818181
Wing Lee Building,Tung Lee Building,88.23529411764706
BOC Tsz Wan Shan Building ,Bcc Building,80.0
Manning Theatre Building,Bcc Building,80.0
Wang Fai Centre,Wang Yip Centre,86.66666666666667
Fung Wong Building,Kam Man Fung Factory Building,83.87096774193549
Luen Hop Building Junction Road,Bcc Building,80.0
Kaiser Estate Phase III,Kaiser Estate Phase III,100.0
Eldex Industrial Building,Eldex Industrial Building,100.0
Harbour Centre Tower 1,Harbour Centre,100.0
Yun Tat Commercial Building,Witty Commercial Building,86.36363636363636
Focal Industrial Centre B,Focal Industrial Centre B,100.0
Metropolis Tower,Metropolis Tower,100.0
Chatham Commercial Building,Witty Commercial Building,86.36363636363636
Hunghom Commercial Centre Tower A,Hunghom Commercial Centre Tower A,100.0
Kaiser Estate Phase I,Kaiser Estate Phase I,100.0
Hunghom Commercial Centre Tower B,Hunghom Commercial Centre Tower B,100.0
Heng Ngai Jewelry Centre,Heng Ngai Jewelry Centre,100.0
Focal Industrial Centre A,Focal Industrial Centre A,100.0
Hung Hom Commercial Centre Ma Tau Wai Road,Boss Commercial Centre,87.17948717948718
Peninsula Square,Peninsula Square,100.0
Summit Building,Summit Industrial Building,100.0
Hilder Centre,Hilder Centre,100.0
Fu Hang Industrial Building,Fu Hang Industrial Building,100.0
Hang Fung Industrial Building II,Hang Fung Industrial Building II,100.0
Kaiser Estate Phase II,Kaiser Estate Phase II,100.0
Guardforce Centre,Guardforce Centre,100.0
Hang Fung Industrial Building I,Hang Fung Industrial Building I,100.0
Harbour Centre Tower 2,Harbour Centre,100.0
Hip Fai Building Station Lane,Wing Fai Building,82.75862068965517
Chee Shing Building Wuhu Street,Kut Shing Building,87.5
Po Wai Building Bulkeley Street,Po Wai Building,100.0
Yuey Kong Centre,Dr. Kong Centre,84.61538461538461
Fu Yip Building Station Lane,Fook Yip Building,82.75862068965517
Cheung Kei Center,Cheung Kong Center,86.66666666666667
Whampoa Building Ming On Street,Bcc Building,80.0
Cheerful Commercial Building,Witty Commercial Building,86.36363636363636
United Building Wu Kwong Street,Bcc Building,80.0
Lok Wah Building - Whampoa Est. Tak Man Street,Man Yee Building,85.71428571428571
Winner Building (HH),Winner Building (HH),100.0
Harbour Place Oi King Street,M Place,83.33333333333333
Sang On Building Bulkeley Street,Bcc Building,80.0
Lux Theatre Building Bulkeley Street,Bcc Building,80.0
Bou Lee Building Bulkeley Street,Tung Lee Building,82.75862068965517
Sunshine Plaza Sung On Street,Siu On Plaza,80.0
Hunghom Commercial Centre A,Hunghom Commercial Centre Tower A,100.0
Winner Building (HH) Man Yue Street,Winner Building (HH),100.0
Fuka Building Cooke  Street,Bcc Building,80.0
Bulkeley Building Chatham Road North,Bcc Building,80.0
Kaiser Estate Phase Iii Man Lok Street,Kaiser Estate Phase I,95.0
Hing Fat Building (Hung Hom) Baker Street,Yue Hing Building,86.66666666666667
Cheerful Commercial Building Ma Tau Wai Road,Po Wai Building,88.88888888888889
Hilder Centre Sung Ping Street,Hilder Centre,100.0
Yuen Shing Building Gillies Avenue South,Kut Shing Building,87.5
Fok Lin Building Baker Street,Bcc Building,80.0
Nan On Commercial Building,Witty Commercial Building,86.36363636363636
Loong Wah Building Baker Street,Koon Wah Building,82.75862068965517
Ming Wah Court Sung Chi Street,Ka Ming Court,86.95652173913044
Yuey Kong Centre Bulkeley Street,Dr. Kong Centre,84.61538461538461
Kaiser Estate Phase Ii Man Yue Street,Kaiser Estate Phase I,95.0
Lok-Do Building Station Lane,Bcc Building,80.0
Peninsula Square ,Peninsula Square,100.0
Berkeley Building,Henley Building,81.25
Po On Building Bulkeley Street,Po Wai Building,84.61538461538461
Hung Hom Commercial Centre,Boss Commercial Centre,87.17948717948718
Hang Fung Industrial Building 2,Hang Fung Industrial Building I,96.7741935483871
Hang Fung Industrial Building 1,Hang Fung Industrial Building I,96.7741935483871
Metropolis Tower ,Metropolis Tower,100.0
Hunghom Commercial Centre Tower B ,Hunghom Commercial Centre Tower B,100.0
Hunghom Commercial Centre Tower A ,Hunghom Commercial Centre Tower A,100.0
Cheung Kei Center ,Cheung Kong Center,86.66666666666667
Whampoa Building,Champion Building,84.84848484848484
Yun Tat Commercial Building ,Witty Commercial Building,86.36363636363636
Nan On Commercial Building ,Witty Commercial Building,86.36363636363636
Yuen Shing Building,Yuen Shing Industrial Building,100.0
Cheerful Commercial Building ,Witty Commercial Building,86.36363636363636
Chee Shing Building,Kut Shing Building,87.5
Lux Theatre Building,Bcc Building,80.0
Chatham Commercial Building ,Witty Commercial Building,86.36363636363636
Hing Lee Building,Yue Hing Building,88.23529411764706
Hang Fung Industrial Building,Hang Fung Industrial Building I,100.0
Kaiser Estate Phase Iii,Kaiser Estate Phase I,95.45454545454545
Winner Building.,Winner Building (HH),83.33333333333333
Loong Wah Building,Koon Wah Building,91.42857142857143
Conic Investment Building,Conic Investment Building,100.0
Lok-Do Building,Bcc Building,80.0
Hip Fai Building,Tung Hip Commercial Building,85.71428571428571
Bou Lee Building,Cheung Lee Industrial Building,85.71428571428571
Ming Wah Court,Ka Ming Court,88.88888888888889
Kaiser Estate Phase Ii,Kaiser Estate Phase I,97.67441860465117
Sang On Building ,Wah Sang Industrial Building Block A,89.65517241379311
Sang On Building,Wah Sang Industrial Building Block A,89.65517241379311
Lok Wah Building - Whampoa Est.,Koon Wah Building,82.75862068965517
The Evergreen,Evergreen Industrial Mansion,81.81818181818181
Fuka Building,Bcc Building,80.0
Harbour Place,M Place,83.33333333333333
Wei Lee Building,Cheung Wei Industrial Building,85.71428571428571
Bulkeley Building,Henley Building,81.25
Yuey Kong Centre ,Dr. Kong Centre,84.61538461538461
Yee Fai Building ,Man Yee Building,87.5
Yun Tat Commercial Building Wuhu Street,Witty Commercial Building,86.36363636363636
Hang Fung Industrial Building Hok Yuen Street,Hang Fung Industrial Building I,96.66666666666667
Victory Building Lion Rock Road,Victory Factory Building,80.0
Kam Moon Building,Kam Man Fung Factory Building,82.75862068965517
Smart A,Great Smart Tower,83.33333333333333
Hang Seng Kowloon City Building,Kowloon Building,100.0
Kam Fai Commercial Building,Witty Commercial Building,86.36363636363636
High Place Carpenter Road,M Place,83.33333333333333
93 Hau Wong Road,3 Tin Hau Road,80.0
High Place,M Place,83.33333333333333
Kowloon City Plaza Carpenter Road,Kowloon Plaza,100.0
Kam Fai Commercial Building Sa Po Road,Witty Commercial Building,86.36363636363636
Gunies Court Fuk Lo Tsun Road,Lo Tak Court,80.0
Foo's Commercial Building ,Prosperous Commercial Building,86.36363636363636
Kowloon City Plaza,Kowloon Plaza,100.0
Hang Seng Kowloon City Building ,Kowloon Building,100.0
Smart A ,Great Smart Tower,83.33333333333333
Kam Fai Commercial Building ,Witty Commercial Building,86.36363636363636
Kam Moon Building ,Kam Man Fung Factory Building,82.75862068965517
MG Tower,GF Tower,87.5
TG Place,M Place,83.33333333333333
King Palace Plaza,King Palace Plaza (TW),100.0
Boton Technology Innovation Tower,Technology Park,80.0
Houtex Industrial Building,Tontex Industrial Building,92.3076923076923
Hung Fuk Factory Building,Hung Cheong Factory Building,91.30434782608695
Kwun Tong Industrial Centre Block 1,MP Industrial Centre Block B,90.19607843137254
Kwun Tong Industrial Centre Block 4,MP Industrial Centre Block B,90.19607843137254
Manning Industrial Building,Man Shing Industrial Building,92.85714285714286
Cambridge Building Hong Ning Road,Bcc Building,80.0
World Tech Centre,World Trade Centre,85.71428571428571
Hoi Luen Industrial Centre Block A,MP Industrial Centre Block A,94.33962264150944
Gemmy Factory Building,Galaxy Factory Building,84.44444444444444
Hing Yip Centre (KT),Hing Yip Centre (TW),95.0
Shing Yip Industrial Building,Wing Yip Industrial Building,94.73684210526315
King Yip Factory Building,Kai Yip Factory Building,93.87755102040816
Pan Asia Centre,Trans Asia Centre,87.5
Sing Win Factory Building,Win Sun Factory Building,93.87755102040816
Yue Xiu Industrial Building,Yue Xiu Building,100.0
Wing Shan Industrial Building,Shan Ling Industrial Building,96.55172413793103
Hoi Luen Industrial Centre Block B,MP Industrial Centre Block B,94.33962264150944
Wah Shing Centre (KT),K Wah Centre,90.9090909090909
Yip Win Factory Building,Hi Yip Factory Building,93.61702127659575
Rykadan Capital Tower,Capital Tower Tower B,92.85714285714286
Wang Kwong Industrial Building,Sun Kwong Industrial Building,92.5925925925926
Joint Venture Factory Building,Yiuga Factory Building,84.21052631578948
LT Tower,TML Tower,82.35294117647058
East Sun Industrial Centre,Sun Ying Industrial Centre,89.36170212765957
Mai Hing Industrial Building Block A,Mai Wo Industrial Building,93.87755102040816
Mai Hing Industrial Building Block B,Mai Wo Industrial Building,93.87755102040816
1 Hung To Road,1 Hong Ting Road,80.0
Kwong Sang Hong Centre,Po Hong Centre,88.0
How Ming Factory Building,Hop Ming Factory Building,96.0
Hung Tai Industrial Building,Tin Hung Industrial Building,96.42857142857143
Hung Tat Industrial Building,Tin Hung Industrial Building,92.85714285714286
COS Centre,CRE Centre,80.0
New City Centre,New Trend Centre,80.0
Chuan Yuan Factory Building,Chuan Kei Factory Building,91.66666666666667
Chung Mei Centre,Mei Ah Centre,86.95652173913044
Everwin Centre,Ever Gain Centre,86.66666666666667
Kras Asia Industrial Building,CRL East Asia Industrial Building,90.56603773584905
Mai Gar Industrial Building,Mai Wo Industrial Building,93.87755102040816
Sunbeam Centre,Sunley Centre,81.48148148148148
Kwun Tong Industrial Centre Block 3,MP Industrial Centre Block B,90.19607843137254
King Win Factory Building,Wing Hin Factory Building,92.0
Fun Tower,GF Tower,82.35294117647058
Yau Tong Industrial City Block A,Nan Fung Industrial City Block 5,84.375
New East Sun Industrial Building,Sun Fung Industrial Building,90.19607843137254
Kinox Centre,Sino Centre,86.95652173913044
Billion Trade Centre,HK Trade Centre,88.88888888888889
Fully Industrial Building,Yally Industrial Building,92.0
Century Centre (KT),Century Centre (YL),89.47368421052632
Everest Industrial Centre,Yale Industrial Centre,87.17948717948718
Wing Tai Centre,Wing On Centre,88.0
Free Trade Centre,HK Trade Centre,88.88888888888889
Prosperity Place,M Place,83.33333333333333
Yen Sheng Centre,Yue Cheung Centre,84.84848484848484
International Industrial Building (KT),International Industrial Building (CSW),93.50649350649351
High Win Factory Building,Wing Hin Factory Building,92.0
Remington Centre,Leighton Centre,83.87096774193549
Wah Fai Industrial Building,Wah Fat Industrial Building,96.29629629629629
Winner Factory Building,Winner Building (HH),85.71428571428571
T G Place,M Place,83.33333333333333
Shiu Fat Industrial Building,Shun Fat Industrial Building,96.42857142857143
Jumbo Industrial Building,Yiko Industrial Building,88.37209302325581
Unify Commercial Industrial Building,Yiko Industrial Building,88.37209302325581
Woo Sing Kee Industrial Building,Wah Sing Industrial Building,92.3076923076923
Selwyn Factory Building,Yiuga Factory Building,84.21052631578948
Crown Industrial Building,Dragon Industrial Building,90.19607843137254
EGL Tower,GF Tower,82.35294117647058
South Asia Commercial Centre,Boss Commercial Centre,87.17948717948718
Hung To Industrial Building,Tin Hung Industrial Building,94.54545454545455
Wing Cheung Industrial Building (KT),Cheung Wing Industrial Building,100.0
Gee Luen Factory Building,Luen Fat Loong Factory Building,91.30434782608695
Laguna Plaza Cha Kwo Ling Road,Sun Ling Plaza,83.33333333333333
Lok Kui Industrial Building Hung To Road,On Lok Industrial Building,93.87755102040816
Wah Shun Industrial Building,Shun Wai Industrial Building,96.42857142857143
Howard Factory Building,Oxford Factory Building,86.95652173913044
Prosperity Center,Prosperity Centre,94.11764705882354
Montery Plaza,Energy Plaza,80.0
Elite Centre,Elite Industrial Centre,100.0
Wing Hing Industrial Building (KT),Wing Hing Industrial Building,100.0
Wing Ying Industrial Building,Wing Hing Industrial Building,96.55172413793103
Mai Tong Industrial Building,Mai Wo Industrial Building,93.87755102040816
Kwun Tong Industrial Centre Block 2,MP Industrial Centre Block B,90.19607843137254
Yau Lee Centre,Lee Fund Centre,83.33333333333333
Mai Tak Industrial Building,Tai Tak Industrial Building,96.29629629629629
Air Goal Cargo Building,Bcc Building,80.0
Ko Fai Industrial Building,Ping Fai Industrial Building,93.87755102040816
Fook Cheong Building (KT),Cheong Lee Building,88.23529411764706
Treasure Centre,New Treasure Centre,100.0
T G Place Shing Yip Street,M Place,83.33333333333333
Seapower Industrial Centre,Seapower Centre,100.0
Yau Tong Industrial Building Block 3,Yau Tak Industrial Building,92.0
Lok Kui Industrial Building,On Lok Industrial Building,93.87755102040816
Fortune Industrial Building,Fonda Industrial Building,88.46153846153847
Career And Kenson Industrial Mansion,Tin Fung Industrial Mansion,80.0
GR8 Inno Tech Centre Tsun Yip Street,Wang Yip Centre,80.0
Keysky Industrial Building,Kentucky Industrial Building,88.88888888888889
East Sun Industrial Building,Shun Fat Industrial Building,92.85714285714286
Hoi Bun Industrial Building,Kam Bun Industrial Building,92.0
Kin Sang Commercial Centre,Boss Commercial Centre,87.17948717948718
Ming Sang Industrial Building,Sang Hing Industrial Building,96.55172413793103
Kin Tak Fung Industrial Building,Fung Yu Industrial Building,94.11764705882354
Winful Industrial Building,Winfield Industrial Building,92.5925925925926
Lladro Building,Kader Building,82.75862068965517
Capital Trade Centre,Capital Centre,100.0
Speedy Industrial Building,Supreme Industrial Building,90.56603773584905
Yau Tong Industrial City Block B,Nan Fung Industrial City Block 5,84.375
Chen Yip Industrial Building,Cheung Yick Industrial Building,91.52542372881356
Century Centre Hung To Road,Win Century Centre,87.5
Rainbow Factory Building,Hanway Factory Building,85.1063829787234
Lanton Industrial Building,Raton Industrial Building,94.11764705882354
Manulife Financial Centre - Tower B,AIA Financial Centre,88.88888888888889
Fook Cheong Building (KT) Hoi Yuen Road,Cheong Lee Building,88.23529411764706
Yee On Centre Hong Ning Road,Po Hong Centre,88.0
Kai Centre,Sun Hung Kai Centre,100.0
Fu Hop Factory Building,Hop Ming Factory Building,93.02325581395348
Genplas Factory Building,Galaxy Factory Building,85.1063829787234
Yin Da Commercial Building,Witty Commercial Building,86.36363636363636
TD Tower,TML Tower,82.35294117647058
Hing Win Factory Building,Wing Hin Factory Building,96.0
Wah Lee Industrial Building,Kee Wah Industrial Building,96.29629629629629
JC Tower,CCB Tower,82.35294117647058
C-Bons International Center,Hundsun International Center,85.1063829787234
Shiu King Building Ngau Tau Kok Road,Bcc Building,80.0
Manulife Financial Centre - Tower A,AIA Financial Centre,88.88888888888889
Prosperity Industrial Building,Profit Industrial Building,89.28571428571429
Good Luck Industrial Building,Good Harvest Industrial Building,90.56603773584905
Wai Yip Industrial Building,Wing Yip Industrial Building,94.54545454545455
One Pacific Centre,Pacific Trade Centre,87.5
D. J. Building,Bcc Building,80.0
Meyer Industrial Building Block 1,Kin Ho Industrial Building Block 1,90.0
Tungtex Building,Bcc Building,80.0
King Palace Plaza (KT) King Yip Street,King Palace Plaza (TW),87.17948717948718
Hung Mou Industrial Building,Tin Hung Industrial Building,92.3076923076923
Viet Luen Factory Building,Luen Fat Loong Factory Building,89.36170212765957
6 Yee On Street,68 Yee Wo Street,83.87096774193549
1 Hung To Road Hung To Road,1 Hong Ting Road,80.0
70 Hong Ning Road,6 Hong Ting Road,84.84848484848484
Chilcott Industrial Building,Chi Ko Industrial Building,88.88888888888889
Viet Shing Factory Building,Lung Shing Factory Building,89.79591836734694
Tai Fung Industrial Building,Fung Yu Industrial Building,94.11764705882354
Tuspark Building,Bcc Building,80.0
Hung To Centre,Sun Hung Kai Centre,88.0
Cantake Factory Building,United Factory Building,85.1063829787234
D.J. Securities Building,Bcc Building,80.0
Gee Lok Industrial Building,On Lok Industrial Building,93.87755102040816
Mow Hing Factory Building,Fook Hing Factory Building,91.30434782608695
Jone Mult Factory Building,Yiuga Factory Building,84.21052631578948
Lok Sin Building Ting Fu Street,Bcc Building,80.0
Lucky Factory Building,On Lok Factory Building,84.44444444444444
International Trade Tower Kwun Tong Road,EW International Tower,92.6829268292683
64 Hong Ning Road,6 Hong Ting Road,90.9090909090909
United Overseas Plaza,China United Plaza,80.0
Assun Pacific Centre,Pacific Trade Centre,82.35294117647058
Peter Leung Industrial Building,Leung Yip Industrial Building,92.5925925925926
Mai Hong Industrial Building,Mai Wo Industrial Building,93.87755102040816
Pang Kwong Building,Kwong Ga Factory Building,84.84848484848484
Easy-Pack Industrial Building,Yiko Industrial Building,88.37209302325581
Yau Tong Industrial Building Block 1,Yau Tak Industrial Building,92.0
11 Hong Ning Road,1 Hong Ting Road,90.9090909090909
Wing Tai Centre Hing Yip Street,Wing On Centre,88.0
Heng Sang Factory Building,Hang Cheong Factory Building,88.88888888888889
Wah Hung Center,Hing Wai Centre,80.0
Wang Kwong Building Ngau Tau Kok Road,Bcc Building,80.0
Sunray Industrial Centre,Sungib Industrial Centre,87.5
Wang Yip Building Ka Lok Street,Fook Yip Building,82.75862068965517
Ko Leung Factory Building,Hop Lung Factory Building,92.0
Fat Lee Industrial Building,Lee Ka Industrial Building,94.33962264150944
Manulife Place,M Place,83.33333333333333
Camel Paint Centre Hing Yip Street,Hing Yip Centre (TW),85.71428571428571
Winful Centre Shing Yip Street,Chi Shing Centre,85.71428571428571
Ray Centre,CRE Centre,80.0
Yat Sang Industrial Building,Wah Sang Industrial Building Block A,92.3076923076923
Draco Industrial Building,Dragon Industrial Building,94.11764705882354
Secure House,Supreme House,80.0
Yeung Yiu Chung (No. 5) Industrial Bldg.,Yeung Yiu Chung (No. 7) Industrial Bldg.,97.5
Morlite Building,Eltee Building,80.0
Wing Tai Factory Building,Ka Wing Factory Building,93.87755102040816
Hong Ning Building Tung Ming Street,Tai Tung Building,86.66666666666667
National Industrial Building,Raton Industrial Building,90.56603773584905
Union Hing Yip Factory Building,Hi Yip Factory Building,93.02325581395348
Good Luck Industrial Building How Ming Street,Ming Wah Industrial Building,92.3076923076923
On Cheong Factory Building,Cheong Fat Factory Building,93.87755102040816
Prosperity Place Shing Yip Street,M Place,83.33333333333333
Long Life Industrial Building,Long To Building,89.65517241379311
World Interests Building,Bcc Building,80.0
Contempo Place,M Place,83.33333333333333
Kwun Kee Tailor Industrial Centre,Yale Industrial Centre,87.17948717948718
Hong Kong Manufacturing Building,The Hong Kong Club Building,80.0
Wang Cheung Industrial Building (KT),Wang Cheung Industrial Building (TM),97.22222222222223
Tak Lung Industrial Building,Ha Lung Industrial Building,94.54545454545455
Well Town Industrial Building,Well Industrial Building,100.0
Lee On Industrial Building,Lead On Industrial Building,94.33962264150944
Tsun Win Factory Building,Win Sun Factory Building,93.87755102040816
Tung Lee Industrial Building,Tung Lee Building,100.0
Johnson Industrial Mansion,Tin Fung Industrial Mansion,81.81818181818181
East Sun Industrial Centre Shing Yip Street,Yip Shing Industrial Centre,100.0
Hoi Luen Industrial Centre Block A Hoi Yuen Road,MP Industrial Centre Block A,94.33962264150944
Fen Hin Industrial Building,Jing Hin Industrial Building,92.0
Darton Tower,Eton Tower,81.81818181818181
Pioneer Place,M Place,83.33333333333333
Milkyway Building,Bcc Building,80.0
Union Building,Union Industrial Building (WCH),100.0
Westin Centre,Westlands Centre,82.75862068965517
55 Hong Ning Road,6 Hong Ting Road,84.84848484848484
Wai Kee Industrial Building,Kee Wah Industrial Building,96.29629629629629
How Ming Factory Building How Ming Street,Hop Ming Factory Building,91.30434782608695
Woo Sing Kee Industrial Building Wai Yip Street,Wah Sing Industrial Building,92.3076923076923
Boton Technology Innovation Tower Kwun Tong Road,Technology Park,80.0
Crown Industrial Building How Ming Street,Ming Wah Industrial Building,92.3076923076923
Southtex Building,Bcc Building,80.0
