id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
NO2024100224100201760113,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03374,Goldwin Heights,B000002413,Goldwin Heights,1994-07-03T16:00:00.000Z,U000811790,28,Middle Floor,M,F,0,817,12600000,['LANDREG'],2024-10-01T16:00:00.000Z,S,2009-08-05T16:00:00.000Z,15.2,7450000,2,LANDREG,LANDREG,2024-10-02T23:08:04.000Z,69.13,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Goldwin-Heights-NO2024100224100201760113,"{'lat': 22.281654, 'lon': 114.15001}"
NO2024100224100200280128,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857390,42,Middle Floor,M,H,1218,955,19750000,['LANDREG'],2024-10-01T16:00:00.000Z,S,2006-08-25T16:00:00.000Z,18.1,8350000,2,LANDREG,LANDREG,2024-10-02T23:08:04.000Z,136.53,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024100224100200280128,"{'lat': 22.2846384, 'lon': 114.1329956}"
NO2024100224100201600023,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025896,Block 6,2001-12-10T16:00:00.000Z,U000953424,46,Middle Floor,M,C,980,773,15000000,['LANDREG'],2024-10-01T16:00:00.000Z,S,2001-09-24T16:00:00.000Z,23,5570000,2,LANDREG,LANDREG,2024-10-02T23:08:04.000Z,169.3,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024100224100201600023,"{'lat': 22.2854716, 'lon': 114.1334085}"
NO2024093024093001480049,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08451,Tak Mansion,B000023854,Tak Mansion,1972-11-13T16:00:00.000Z,U001299845,7,Middle Floor,M,B,0,780,8800000,['LANDREG'],2024-09-29T16:00:00.000Z,S,2015-01-06T16:00:00.000Z,9.7,9980000,2,LANDREG,LANDREG,2024-10-15T04:07:24.000Z,-11.82,AB,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Tak-Mansion-NO2024093024093001480049,"{'lat': 22.280476, 'lon': 114.152466}"
I20240900964,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00445,Euston Court,B000003595,Block 1,1989-01-25T16:00:00.000Z,U000360081,,Higher Floor,H,B,929,790,33500,['MIDLAND'],2024-09-27T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-05T07:05:05.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Euston-Court-I20240900964,"{'lat': 22.284584, 'lon': 114.144826}"
NO2024092724092700100052,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09839,Woodlands Court,B000005862,Woodlands Court,1993-06-07T16:00:00.000Z,U000807456,23,Higher Floor,H,B,0,377,5700000,['LANDREG'],2024-09-26T16:00:00.000Z,S,1997-01-09T16:00:00.000Z,27.7,3200000,2,LANDREG,LANDREG,2024-09-29T23:08:40.000Z,78.13,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodlands-Court-NO2024092724092700100052,"{'lat': 22.281761, 'lon': 114.15072}"
I20240901656,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00116,Vantage Park,B000002465,Block 1,1994-06-06T16:00:00.000Z,U000271704,,Middle Floor,M,A,824,636,32000,['MIDLAND'],2024-09-26T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-07T15:08:24.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-I20240901656,"{'lat': 22.279377999999998, 'lon': 114.15071}"
NO2024092724092701570028,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000004282,31 Robinson Road,B000062612,31 Robinson Road,2007-12-19T16:00:00.000Z,U001622214,25,Middle Floor,M,B,2328,1749,34680000,['LANDREG'],2024-09-26T16:00:00.000Z,S,2008-12-17T16:00:00.000Z,15.8,29792500,2,LANDREG,LANDREG,2024-10-15T04:07:24.000Z,16.41,AB,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-31-Robinson-Road-NO2024092724092701570028,"{'lat': 22.279215, 'lon': 114.1513}"
NO2024092724092701190143,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U001181676,63,Higher Floor,H,C,1339,1062,23800000,['LANDREG'],2024-09-26T16:00:00.000Z,S,2012-02-28T16:00:00.000Z,12.6,18800000,2,LANDREG,LANDREG,2024-09-29T23:08:40.000Z,26.6,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024092724092701190143,"{'lat': 22.2850555, 'lon': 114.1336435}"
I20240901408,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025897,Block 8,2001-12-10T16:00:00.000Z,U000953679,25,Lower Floor,L,A,1164,900,17080000,['LANDREG'],2024-09-25T16:00:00.000Z,S,2006-02-14T16:00:00.000Z,18.6,7550000,2,LANDREG,MIDLAND,2024-09-26T23:07:28.000Z,126.23,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240901408,"{'lat': 22.2858235, 'lon': 114.1332065}"
NO2024092624092601200010,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01673,Caine Building,B000002275,Caine Building,1987-09-22T16:00:00.000Z,U000262080,8,Lower Floor,L,D,660,436,5530000,['LANDREG'],2024-09-25T16:00:00.000Z,S,2010-08-25T16:00:00.000Z,14.1,4400000,2,LANDREG,LANDREG,2024-10-15T04:07:24.000Z,25.68,AB,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Caine-Building-NO2024092624092601200010,"{'lat': 22.279963, 'lon': 114.15362}"
NO2024092524092502260043,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00635,Ning Yeung Terrace,B000005182,Block A,1987-11-25T16:00:00.000Z,U000491758,5,Lower Floor,L,A,1734,1428,19500000,['LANDREG'],2024-09-24T16:00:00.000Z,S,2017-07-05T16:00:00.000Z,7.2,23880000,2,LANDREG,LANDREG,2024-09-25T23:07:56.000Z,-18.34,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ning-Yeung-Terrace-NO2024092524092502260043,"{'lat': 22.284582, 'lon': 114.14144999999999}"
I20240901649,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07610,Seymour Place,B000002376,Seymour Place,1994-06-05T16:00:00.000Z,U000268946,,Higher Floor,H,B,1226,921,38000,['MIDLAND'],2024-09-24T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-07T15:08:24.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Seymour-Place-I20240901649,"{'lat': 22.280829999999998, 'lon': 114.15054}"
I20240801633,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00443,Robinson Heights,B000002324,Block 1,1989-12-20T16:00:00.000Z,U000265569,,Lower Floor,L,F,899,762,30000,['MIDLAND'],2024-09-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Heights-I20240801633,"{'lat': 22.279028, 'lon': 114.153169}"
NO2024092024092001200013,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00116,Vantage Park,B000002467,Block 2,1994-06-06T16:00:00.000Z,U000271877,28,Higher Floor,H,A,827,611,12180500,['LANDREG'],2024-09-19T16:00:00.000Z,S,2023-07-13T16:00:00.000Z,1.2,17800000,2,LANDREG,LANDREG,2024-09-23T15:05:46.000Z,-31.57,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Vantage-Park-NO2024092024092001200013,"{'lat': 22.279541, 'lon': 114.150502}"
NO2024092024092000140010,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E09840,Woodlands Terrace,B000005056,Woodlands Terrace,1990-04-03T16:00:00.000Z,U000481349,21,Higher Floor,H,,950,600,9850000,['LANDREG'],2024-09-19T16:00:00.000Z,S,2007-02-26T16:00:00.000Z,17.6,5400000,2,LANDREG,LANDREG,2024-09-22T23:07:33.000Z,82.41,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodlands-Terrace-NO2024092024092000140010,"{'lat': 22.281924999999998, 'lon': 114.150472}"
I20240901419,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07381,Rich Court,B000005050,Rich Court,1985-01-25T16:00:00.000Z,U000481087,,Higher Floor,H,B,470,343,15000,['MIDLAND'],2024-09-18T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-13T03:05:14.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Rich-Court-I20240901419,"{'lat': 22.2801501, 'lon': 114.1511265}"
I20240802655,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02335,Cliffview Mansion,B000062654,Block A,1962-01-30T16:00:00.000Z,U002033118,,Higher Floor,H,A,0,2780,82000,['MIDLAND'],2024-09-18T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-18T23:06:53.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Cliffview-Mansion-I20240802655,"{'lat': 22.279726, 'lon': 114.14977}"
NO2024091924091900220013,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857391,43,Middle Floor,M,H,1218,955,19180000,['LANDREG'],2024-09-18T16:00:00.000Z,S,2009-12-03T16:00:00.000Z,14.8,13550000,2,LANDREG,LANDREG,2024-09-19T23:08:56.000Z,41.55,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024091924091900220013,"{'lat': 22.2846384, 'lon': 114.1329956}"
I20240901071,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02623,Elegant Garden,B000002333,Elegant Garden,1975-05-18T16:00:00.000Z,U000266117,,Lower Floor,L,A,0,1465,50000,['MIDLAND'],2024-09-18T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Elegant-Garden-I20240901071,"{'lat': 22.283123, 'lon': 114.14079}"
NO2024091724091701310017,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03219,Garfield Mansion,B000002410,Garfield Mansion,1973-11-21T16:00:00.000Z,U000810599,5,Lower Floor,L,C,0,842,12000000,['LANDREG'],2024-09-16T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-09-19T03:08:46.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Garfield-Mansion-NO2024091724091701310017,"{'lat': 22.281616, 'lon': 114.15029}"
I20240802544,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07213,Po Yue Yuk Building,B000002238,Po Yue Yuk Building,1986-06-11T16:00:00.000Z,U000260241,9,Middle Floor,M,,1463,1114,18880000,['LANDREG'],2024-09-15T16:00:00.000Z,S,2020-05-27T16:00:00.000Z,4.3,19180000,2,LANDREG,MIDLAND,2024-09-17T03:05:48.000Z,-1.56,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Po-Yue-Yuk-Building-I20240802544,"{'lat': 22.280663999999998, 'lon': 114.14986999999999}"
NO2024091624091601150033,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953300,60,Higher Floor,H,H,1409,1114,28680000,['LANDREG'],2024-09-15T16:00:00.000Z,S,2001-07-22T16:00:00.000Z,23.2,8807600,2,LANDREG,LANDREG,2024-09-16T23:06:19.000Z,225.63,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024091624091601150033,"{'lat': 22.2850555, 'lon': 114.1336435}"
I20240802541,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953074,,Lower Floor,L,D,1409,1097,52000,['MIDLAND'],2024-09-15T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240802541,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2024091624091600620029,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000664,No.2 Park Road,B000055293,No.2 Park Road,2004-06-14T16:00:00.000Z,U001268367,17,Lower Floor,L,C,898,650,10580000,['LANDREG'],2024-09-15T16:00:00.000Z,S,2006-12-15T16:00:00.000Z,17.8,5476000,2,LANDREG,LANDREG,2024-11-05T11:10:30.000Z,93.21,AB,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-2-Park-Road-NO2024091624091600620029,"{'lat': 22.284036999999998, 'lon': 114.14553}"
I20240900135,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000952981,,Lower Floor,L,B,1398,1100,53500,['MIDLAND'],2024-09-14T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-08T03:11:18.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240900135,"{'lat': 22.2850555, 'lon': 114.1336435}"
I20240802429,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E06503,Namning Mansion,B000022046,Namning Mansion,1973-08-23T16:00:00.000Z,U001300515,,Lower Floor,L,A,0,525,27000,['MIDLAND'],2024-09-13T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Namning-Mansion-I20240802429,"{'lat': 22.284048, 'lon': 114.14377999999999}"
I20240900986,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07610,Seymour Place,B000002376,Seymour Place,1994-06-05T16:00:00.000Z,U000268971,,Higher Floor,H,C,1108,903,37000,['MIDLAND'],2024-09-12T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-04T07:07:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Seymour-Place-I20240900986,"{'lat': 22.280829999999998, 'lon': 114.15054}"
I20240900645,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E08960,Valiant Park,B000002472,Valiant Park,1993-06-29T16:00:00.000Z,U000272174,,Higher Floor,H,C,995,802,30000,['MIDLAND'],2024-09-09T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Valiant-Park-I20240900645,"{'lat': 22.280853, 'lon': 114.148707}"
I20240801651,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00443,Robinson Heights,B000002325,Block 2,1989-12-20T16:00:00.000Z,U000265843,33,,,D,1290,1057,22380000,['LANDREG'],2024-09-08T16:00:00.000Z,S,2002-01-10T16:00:00.000Z,22.7,6680000,2,LANDREG,MIDLAND,2024-09-09T23:08:33.000Z,235.03,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Heights-I20240801651,"{'lat': 22.279196, 'lon': 114.153483}"
I20240802414,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02723,Excelsior Court,B000002346,Excelsior Court,1989-01-29T16:00:00.000Z,U000267446,,Middle Floor,M,E,1283,1081,46000,['MIDLAND'],2024-09-08T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T11:05:25.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Excelsior-Court-I20240802414,"{'lat': 22.281363, 'lon': 114.148674}"
NO2024090924090900770158,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00115,The Grand Panorama,B000002612,Block 5,1992-08-16T16:00:00.000Z,U000288015,21,Middle Floor,M,B,1603,1290,28000000,['LANDREG'],2024-09-08T16:00:00.000Z,S,2007-09-23T16:00:00.000Z,17,15000000,2,LANDREG,LANDREG,2024-09-09T23:08:33.000Z,86.67,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Grand-Panorama-NO2024090924090900770158,"{'lat': 22.280006999999998, 'lon': 114.152413}"
NO2024090924090901250062,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00794,Imperial Court,B000002524,Block C,1996-02-07T16:00:00.000Z,U000821067,11,Lower Floor,L,4,1319,1027,15400000,['LANDREG'],2024-09-08T16:00:00.000Z,S,2010-08-10T16:00:00.000Z,14.1,13300000,2,LANDREG,LANDREG,2024-09-09T23:08:33.000Z,15.79,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Imperial-Court-NO2024090924090901250062,"{'lat': 22.282393, 'lon': 114.14479}"
I20240802013,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10779,Fairview Height,B000002351,Fairview Height,1996-01-24T16:00:00.000Z,U000267726,,Higher Floor,H,F,470,363,18000,['MIDLAND'],2024-09-04T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Fairview-Height-I20240802013,"{'lat': 22.280037, 'lon': 114.150808}"
NO2024090424090401570011,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00115,The Grand Panorama,B000002604,Block 2,1995-02-06T16:00:00.000Z,U000284973,16,Middle Floor,M,C,1269,972,18000000,['LANDREG'],2024-09-03T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-09-12T11:04:29.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-The-Grand-Panorama-NO2024090424090401570011,"{'lat': 22.279408999999998, 'lon': 114.152878}"
NO2024090424090402130139,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391480,7,Lower Floor,L,C,0,911,19600000,['LANDREG'],2024-09-03T16:00:00.000Z,S,2014-10-16T16:00:00.000Z,9.9,21333000,2,LANDREG,LANDREG,2024-12-03T11:06:07.000Z,-8.12,AB,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-NO2024090424090402130139,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
NO2024090324090301460213,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00118,Robinson Place,B000002345,Block 1,1994-12-22T16:00:00.000Z,U000267154,18,Middle Floor,M,D,1353,1117,17800000,['LANDREG'],2024-09-02T16:00:00.000Z,S,2011-03-22T16:00:00.000Z,13.5,19500000,2,LANDREG,LANDREG,2024-09-03T23:07:55.000Z,-8.72,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Place-NO2024090324090301460213,"{'lat': 22.281841999999997, 'lon': 114.14916099999999}"
I20240900458,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00617,Scenic Heights,B000002368,Block 1,1988-02-09T16:00:00.000Z,U000268441,,Lower Floor,L,B,703,600,27500,['MIDLAND'],2024-09-02T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-10-05T07:05:05.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scenic-Heights-I20240900458,"{'lat': 22.281806, 'lon': 114.1473736}"
NO2024090324090301220014,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000008198,Gramercy,B000069950,Gramercy,2012-12-26T16:00:00.000Z,U001921998,19,Middle Floor,M,C,511,353,7600000,['LANDREG'],2024-09-02T16:00:00.000Z,S,2010-10-21T16:00:00.000Z,13.9,9141000,2,LANDREG,LANDREG,2024-09-03T23:07:55.000Z,-16.86,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Gramercy-NO2024090324090301220014,"{'lat': 22.280701999999998, 'lon': 114.152494}"
NO2024090224090200350060,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10693,Winsome Park,B000005861,Winsome Park,1996-02-05T16:00:00.000Z,U000807378,24,Middle Floor,M,B,0,803,13790000,['LANDREG'],2024-09-01T16:00:00.000Z,S,2008-02-12T16:00:00.000Z,16.6,10540000,2,LANDREG,LANDREG,2024-09-02T23:05:08.000Z,30.83,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Winsome-Park-NO2024090224090200350060,"{'lat': 22.280537, 'lon': 114.14936}"
I20240801323,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10567,Woodland Court,B000005054,Woodland Court,1986-06-25T16:00:00.000Z,U000481184,,Lower Floor,L,A,535,394,17500,['MIDLAND'],2024-08-31T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-10T11:05:25.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Woodland-Court-I20240801323,"{'lat': 22.281796, 'lon': 114.15052}"
I20240801195,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025896,Block 6,2001-12-10T16:00:00.000Z,U000953650,,Middle Floor,M,H,1444,1141,57000,['MIDLAND'],2024-08-31T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-09-09T15:04:27.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240801195,"{'lat': 22.2854716, 'lon': 114.1334085}"
