id,region_id,region_name,subregion_id,subregion,district_id,district,sm_district_id,sm_district,combined_district_id,combined_district,int_district_id,int_district,int_sm_district_id,int_sm_district,estate_id,estate,building_id,building,building_first_op_date,unit,floor,floor_level,floor_level_id,flat,area,net_area,price,tags,tx_date,tx_type,last_tx_date,holding_period,last_price,mkt_type,source,original_source,update_date,gain,transaction_type,url_desc,location
I20240601787,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00443,Robinson Heights,B000002325,Block 2,1989-12-20T16:00:00.000Z,U000265737,,Higher Floor,H,A,1237,1004,47000,['MIDLAND'],2024-07-07T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T15:06:15.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Heights-I20240601787,"{'lat': 22.279196, 'lon': 114.153483}"
I20240601702,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015535,Wellesley,B000080944,Wellesley,2018-10-25T16:00:00.000Z,U002500432,16,Middle Floor,M,A,0,1735,58500000,"['LANDREG', 'FIRSTHAND']",2024-07-07T16:00:00.000Z,S,,,,1,LANDREG,MIDLAND,2024-07-08T23:11:06.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wellesley-I20240601702,"{'lat': 22.278757, 'lon': 114.15231}"
I20240700786,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12041,Palatial Crest,B000017742,Palatial Crest,2000-12-03T16:00:00.000Z,U001660567,,Middle Floor,M,F,0,721,36000,['MIDLAND'],2024-07-06T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T15:05:20.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Palatial-Crest-I20240700786,"{'lat': 22.280388, 'lon': 114.150734}"
I20240502480,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000493,No.1 Po Shan Road,B000052560,Block 3,2002-08-04T16:00:00.000Z,U001162983,,Lower Floor,L,B,1324,1031,46000,['MIDLAND'],2024-07-06T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-1-Po-Shan-Road-I20240502480,"{'lat': 22.280495, 'lon': 114.14005}"
I20240602622,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025897,Block 8,2001-12-10T16:00:00.000Z,U000953881,,Higher Floor,H,E,1462,1158,58000,['MIDLAND'],2024-07-05T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T03:04:01.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240602622,"{'lat': 22.2858235, 'lon': 114.1332065}"
NO2024070524070500990061,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E12041,Palatial Crest,B000017742,Palatial Crest,2000-12-03T16:00:00.000Z,U001660553,11,Lower Floor,L,F,973,721,13800000,['LANDREG'],2024-07-04T16:00:00.000Z,S,2018-08-23T16:00:00.000Z,5.9,17480000,2,LANDREG,LANDREG,2024-07-07T23:09:35.000Z,-21.05,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Palatial-Crest-NO2024070524070500990061,"{'lat': 22.280388, 'lon': 114.150734}"
I20240701363,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000665,Reading Place,B000055343,Reading Place,2003-11-26T16:00:00.000Z,U001293106,,Higher Floor,H,C,390,264,15000,['MIDLAND'],2024-07-03T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-08-08T03:07:28.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Reading-Place-I20240701363,"{'lat': 22.284473, 'lon': 114.14180999999999}"
NO2024070424070400890129,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000006140,Soho 38,B000051872,Soho 38,2008-08-27T16:00:00.000Z,U001727486,22,Middle Floor,M,A,708,501,10020000,['LANDREG'],2024-07-03T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-15T11:06:38.000Z,,INT,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Soho-38-NO2024070424070400890129,"{'lat': 22.280077, 'lon': 114.15127}"
I20240602569,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03350,Golden Phoenix Court,B000005715,Golden Phoenix Court,1981-01-04T16:00:00.000Z,U000807079,28,Higher Floor,H,C,0,534,8850000,['LANDREG'],2024-07-03T16:00:00.000Z,S,2008-04-16T16:00:00.000Z,16.2,4500000,2,LANDREG,LANDREG,2024-07-04T23:10:19.000Z,96.67,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Golden-Phoenix-Court-I20240602569,"{'lat': 22.284294, 'lon': 114.142166}"
NO2024070324070300220010,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857188,21,Lower Floor,L,D,858,659,13500000,['LANDREG'],2024-07-02T16:00:00.000Z,S,2019-03-03T16:00:00.000Z,5.3,16180000,2,LANDREG,LANDREG,2024-07-03T23:09:36.000Z,-16.56,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024070324070300220010,"{'lat': 22.2846384, 'lon': 114.1329956}"
I20240602612,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017710,Block 2,2000-12-28T16:00:00.000Z,U000857263,,Higher Floor,H,E,852,667,36500,['MIDLAND'],2024-07-02T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T03:04:01.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240602612,"{'lat': 22.2846384, 'lon': 114.1329956}"
I20240601184,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02820,Floral Tower,B000002375,Floral Tower,1992-12-30T16:00:00.000Z,U000268810,,Middle Floor,M,D,779,610,28000,['MIDLAND'],2024-07-02T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-08T15:05:30.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Floral-Tower-I20240601184,"{'lat': 22.279595999999998, 'lon': 114.15207}"
NO2024070324070300610083,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00443,Robinson Heights,B000002327,Block 3,1989-12-20T16:00:00.000Z,U000266002,16,Middle Floor,M,C,899,762,12200000,['LANDREG'],2024-07-02T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-03T23:09:36.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Robinson-Heights-NO2024070324070300610083,"{'lat': 22.27949, 'lon': 114.153434}"
NO2024070324070300600148,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10641,Scholastic Garden,B000003882,Scholastic Garden,1996-06-11T16:00:00.000Z,U000380447,25,Higher Floor,H,D,989,783,15700000,['LANDREG'],2024-07-02T16:00:00.000Z,S,2007-10-07T16:00:00.000Z,16.7,6538000,2,LANDREG,LANDREG,2024-07-03T23:09:36.000Z,140.13,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Scholastic-Garden-NO2024070324070300600148,"{'lat': 22.283806, 'lon': 114.14164}"
I20240601704,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00635,Ning Yeung Terrace,B000005189,Block B,1987-11-25T16:00:00.000Z,U000493368,,Higher Floor,H,F,1622,1288,50439,['MIDLAND'],2024-07-01T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T07:07:15.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ning-Yeung-Terrace-I20240601704,"{'lat': 22.284516, 'lon': 114.141211}"
NO2024070224070200990077,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391543,28,Middle Floor,M,C,0,918,27900000,['LANDREG'],2024-07-01T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-02T23:09:09.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-NO2024070224070200990077,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
NO2024070224070200760027,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015310,Arezzo,B000079849,Arezzo,2015-01-15T16:00:00.000Z,U002391566,36,Higher Floor,H,B,0,980,30800000,['LANDREG'],2024-07-01T16:00:00.000Z,S,2015-01-27T16:00:00.000Z,9.4,30012000,2,LANDREG,LANDREG,2024-07-02T23:09:09.000Z,2.63,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Arezzo-NO2024070224070200760027,"{'lat': 22.282235999999997, 'lon': 114.1501112}"
I20240602227,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04903,Kenyon Court,B000002489,Kenyon Court,1983-12-13T16:00:00.000Z,U000272802,,Middle Floor,M,C,886,792,28000,['MIDLAND'],2024-06-30T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T07:07:15.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Kenyon-Court-I20240602227,"{'lat': 22.284048, 'lon': 114.144226}"
I20240602214,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00795,Wisdom Court,B000002511,Block B,1985-09-26T16:00:00.000Z,U000273364,,Middle Floor,M,1,1332,1010,55000,['MIDLAND'],2024-06-29T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-09T07:04:47.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Wisdom-Court-I20240602214,"{'lat': 22.280582, 'lon': 114.139503}"
NO2024062824062800180041,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04182,Honiton Building,B000005725,Honiton Building,1973-07-22T16:00:00.000Z,U000558598,15,Higher Floor,H,B,0,845,13980000,['LANDREG'],2024-06-27T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-02T03:06:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Honiton-Building-NO2024062824062800180041,"{'lat': 22.283497999999998, 'lon': 114.140902}"
NO2024062824062802200028,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000665,Reading Place,B000055343,Reading Place,2003-11-26T16:00:00.000Z,U001293024,7,Lower Floor,L,A,880,589,11480000,['LANDREG'],2024-06-27T16:00:00.000Z,S,2021-01-06T16:00:00.000Z,3.5,11620000,2,LANDREG,LANDREG,2024-07-01T23:09:31.000Z,-1.2,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Reading-Place-NO2024062824062802200028,"{'lat': 22.284473, 'lon': 114.14180999999999}"
NO2024062824062800200280,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000025895,Block 5,2001-12-10T16:00:00.000Z,U000953074,12,Lower Floor,L,D,1409,1097,20080000,['LANDREG'],2024-06-27T16:00:00.000Z,S,2001-07-04T16:00:00.000Z,23,5957200,2,LANDREG,LANDREG,2024-07-01T23:09:31.000Z,237.07,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-NO2024062824062800200280,"{'lat': 22.2850555, 'lon': 114.1336435}"
NO2024062824062800600061,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00550,Olympian Mansion,B000003525,Block A,1965-04-29T16:00:00.000Z,U000911669,2,Lower Floor,L,-,0,2193,37280000,['LANDREG'],2024-06-27T16:00:00.000Z,S,2005-02-27T16:00:00.000Z,19.3,12730000,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,192.85,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Olympian-Mansion-NO2024062824062800600061,"{'lat': 22.278429, 'lon': 114.15082}"
F20240500244,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000017031,Central 8,B000092517,Central 8,2020-12-07T16:00:00.000Z,U002883161,23,Higher Floor,H,D,0,202,5147200,"['LANDREG', 'FIRSTHAND']",2024-06-26T16:00:00.000Z,S,,,,1,LANDREG,HKP,2024-07-29T02:41:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Central-8-F20240500244,"{'lat': 22.279629999999997, 'lon': 114.15231}"
NO2024062724062700170068,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03275,Glory Heights,B000003899,Glory Heights,1989-03-22T16:00:00.000Z,U000382089,6,Lower Floor,L,C,1362,1093,17380000,['LANDREG'],2024-06-26T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-06-27T23:08:21.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Glory-Heights-NO2024062724062700170068,"{'lat': 22.283186, 'lon': 114.14116}"
I20240602409,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017709,Block 1,2000-12-28T16:00:00.000Z,U000856749,,Middle Floor,M,C,979,766,35000,['MIDLAND'],2024-06-26T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-10T11:05:37.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240602409,"{'lat': 22.284782, 'lon': 114.132608}"
F20240500238,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000017031,Central 8,B000092517,Central 8,2020-12-07T16:00:00.000Z,U002883157,22,Middle Floor,M,D,0,202,4990300,"['LANDREG', 'FIRSTHAND']",2024-06-26T16:00:00.000Z,S,,,,1,LANDREG,HKP,2024-07-29T02:41:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Central-8-F20240500238,"{'lat': 22.279629999999997, 'lon': 114.15231}"
NO2024062624062600230017,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E04903,Kenyon Court,B000002489,Kenyon Court,1983-12-13T16:00:00.000Z,U000272878,26,,,B,1145,1004,14400000,['LANDREG'],2024-06-25T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Kenyon-Court-NO2024062624062600230017,"{'lat': 22.284048, 'lon': 114.144226}"
NO2024062624062600480018,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E01339,Alpine Court,B000003541,Alpine Court,1972-03-26T16:00:00.000Z,U000792787,11,Higher Floor,H,C,0,1695,30000000,['LANDREG'],2024-06-25T16:00:00.000Z,S,2001-08-01T16:00:00.000Z,22.9,6850000,2,LANDREG,LANDREG,2024-06-27T03:07:58.000Z,337.96,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Alpine-Court-NO2024062624062600480018,"{'lat': 22.282149, 'lon': 114.142247}"
NO2024062524062501950039,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000000664,No.2 Park Road,B000055293,No.2 Park Road,2004-06-14T16:00:00.000Z,U001268404,13,Lower Floor,L,D,1097,798,16000000,['LANDREG'],2024-06-24T16:00:00.000Z,S,2006-07-03T16:00:00.000Z,18,6850000,2,LANDREG,LANDREG,2024-07-29T02:41:54.000Z,133.58,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-No-2-Park-Road-NO2024062524062501950039,"{'lat': 22.284036999999998, 'lon': 114.14553}"
NO2024062524062500380011,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E02815,First Mansion,B000002362,Block 106,1965-05-05T16:00:00.000Z,U000268094,2,Lower Floor,L,106,0,880,10000000,['LANDREG'],2024-06-24T16:00:00.000Z,S,,,,2,LANDREG,LANDREG,2024-06-25T23:09:58.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-First-Mansion-NO2024062524062500380011,"{'lat': 22.282766, 'lon': 114.142052}"
I20240601803,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010005,Mid-Levels West,100103-10010005,Mid-Levels West,53ND10001,Central And Western,130ND10001,Mid-Levels West,E00574,Parkway Court,B000003895,Block B,1988-07-01T16:00:00.000Z,U000381761,,Lower Floor,L,4,1604,1359,46000,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Parkway-Court-I20240601803,"{'lat': 22.284316999999998, 'lon': 114.14578}"
I20240600446,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E10122,Ying Fai Court,B000025386,Ying Fai Court,1986-06-24T16:00:00.000Z,U001727290,,Lower Floor,L,A,602,465,18500,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Ying-Fai-Court-I20240600446,"{'lat': 22.281243999999997, 'lon': 114.15122}"
I20240502283,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010001,Kennedy Town,100103-10010001,Kennedy Town,53ND10001,Central And Western,130ND10003,Kennedy Town,E12168,The Belcher's,B000017709,Block 1,2000-12-28T16:00:00.000Z,U000856844,,Lower Floor,L,E,1830,1420,72000,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Kennedy-Town-The-Belcher-s-I20240502283,"{'lat': 22.284782, 'lon': 114.132608}"
I20240501504,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E000015531,Alassio,B000080991,Alassio,2016-12-15T16:00:00.000Z,U002504326,,Middle Floor,M,D,0,927,63000,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-06-23T23:10:46.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Alassio-I20240501504,"{'lat': 22.282400000000003, 'lon': 114.15055}"
I20240600984,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E03374,Goldwin Heights,B000002413,Goldwin Heights,1994-07-03T16:00:00.000Z,U000811644,,Lower Floor,L,E,0,802,32000,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-07-08T15:05:30.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Goldwin-Heights-I20240600984,"{'lat': 22.281654, 'lon': 114.15001}"
I20240601179,10,Hong Kong Island,1001,Central And Western,100103,Mid-Levels West,10010006,Mid-Levels Central,100103-10010006,Mid-Levels Central,53ND10001,Central And Western,130ND10001,Mid-Levels West,E07351,Regal Crest,B000002292,Regal Crest,1992-01-13T16:00:00.000Z,U000262746,,Higher Floor,H,A,2314,1705,90000,['MIDLAND'],2024-06-23T16:00:00.000Z,L,,,,2,MIDLAND,MIDLAND,2024-12-12T09:55:39.000Z,,NORM,https://www.midland.com.hk/en/transaction/Hong-Kong-Island-Mid-Levels-West-Regal-Crest-I20240601179,"{'lat': 22.278537, 'lon': 114.152945}"
